"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"title","1.0","title-{goodreads_39757+recommendation_63655}","goodreads_39757+recommendation_63655","{Battlefield Earth: A Saga of the Year 3000|Battlefield Earth: A Saga of the Year 3000}","Battlefield Earth: A Saga of the Year 3000",,
"authors","1.0","authors-{goodreads_14702+goodreads_29656+goodreads_4041+goodreads_46655+recommendation_105538+recommendation_209435+recommendation_29640}","goodreads_14702+goodreads_29656+goodreads_4041+goodreads_46655+recommendation_105538+recommendation_209435+recommendation_29640","{[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]|[de.unimannheim.wdi.model.Author@c55b31ab]}","[de.unimannheim.wdi.model.Author@c55b31ab]",,
"authors","1.0","authors-{goodreads_54169+recommendation_178942+recommendation_82533}","goodreads_54169+recommendation_178942+recommendation_82533","{[de.unimannheim.wdi.model.Author@32f29f78]|[de.unimannheim.wdi.model.Author@32f29f78]|[de.unimannheim.wdi.model.Author@32f29f78]}","[de.unimannheim.wdi.model.Author@32f29f78]",,
"publisher","0.0","publisher-{recommendation_114984+recommendation_180425}","recommendation_114984+recommendation_180425","{Simon &amp; Schuster|Trans-Atlantic Publications}","Trans-Atlantic Publications",,
"title","1.0","title-{goodreads_15498+goodreads_15649+goodreads_24099+goodreads_28538+goodreads_31412+goodreads_46615+goodreads_481+goodreads_48727+recommendation_10464+recommendation_108113+recommendation_122988+recommendation_207353}","goodreads_15498+goodreads_15649+goodreads_24099+goodreads_28538+goodreads_31412+goodreads_46615+goodreads_481+goodreads_48727+recommendation_10464+recommendation_108113+recommendation_122988+recommendation_207353","{Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet|Hamlet}","Hamlet",,
"title","1.0","title-{goodreads_53835+recommendation_193392}","goodreads_53835+recommendation_193392","{Wetware|Wetware}","Wetware",,
"authors","1.0","authors-{goodreads_31204+recommendation_19146+recommendation_227246+recommendation_67615}","goodreads_31204+recommendation_19146+recommendation_227246+recommendation_67615","{[de.unimannheim.wdi.model.Author@c08e6fc6]|[de.unimannheim.wdi.model.Author@c08e6fc6]|[de.unimannheim.wdi.model.Author@c08e6fc6]|[de.unimannheim.wdi.model.Author@c08e6fc6]}","[de.unimannheim.wdi.model.Author@c08e6fc6]",,
"title","1.0","title-{goodreads_15592+goodreads_24161+goodreads_28189+goodreads_28521+goodreads_35585+goodreads_51649+goodreads_5989+goodreads_628+kindle_24994+kindle_24995+recommendation_105422+recommendation_133726+recommendation_185568+recommendation_202395+recommendation_26233+recommendation_269547+recommendation_61686+recommendation_9455}","goodreads_15592+goodreads_24161+goodreads_28189+goodreads_28521+goodreads_35585+goodreads_51649+goodreads_5989+goodreads_628+kindle_24994+kindle_24995+recommendation_105422+recommendation_133726+recommendation_185568+recommendation_202395+recommendation_26233+recommendation_269547+recommendation_61686+recommendation_9455","{Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion|Persuasion}","Persuasion",,
"authors","0.5714285714285714","authors-{goodreads_676+recommendation_105533+recommendation_129955+recommendation_144756+recommendation_166884+recommendation_202966+recommendation_43369}","goodreads_676+recommendation_105533+recommendation_129955+recommendation_144756+recommendation_166884+recommendation_202966+recommendation_43369","{[de.unimannheim.wdi.model.Author@bbd6d9d]|[de.unimannheim.wdi.model.Author@bbd6d9d]|[de.unimannheim.wdi.model.Author@41c6f007]|[de.unimannheim.wdi.model.Author@bbd6d9d]|[de.unimannheim.wdi.model.Author@41c6f007]|[de.unimannheim.wdi.model.Author@bbd6d9d]|[de.unimannheim.wdi.model.Author@6e2b8a81]}","[de.unimannheim.wdi.model.Author@bbd6d9d, de.unimannheim.wdi.model.Author@41c6f007, de.unimannheim.wdi.model.Author@6e2b8a81]",,
"publisher","0.0","publisher-{recommendation_113545+recommendation_271305}","recommendation_113545+recommendation_271305","{Bantam|Houghton Mifflin}","Houghton Mifflin",,
"authors","0.6666666666666666","authors-{goodreads_28629+recommendation_234321+recommendation_77359}","goodreads_28629+recommendation_234321+recommendation_77359","{[de.unimannheim.wdi.model.Author@58a0ef0b]|[de.unimannheim.wdi.model.Author@58a0ef0b]|[de.unimannheim.wdi.model.Author@feb608d]}","[de.unimannheim.wdi.model.Author@feb608d, de.unimannheim.wdi.model.Author@58a0ef0b]",,
"publisher","0.6666666666666666","publisher-{recommendation_19146+recommendation_227246+recommendation_67615}","recommendation_19146+recommendation_227246+recommendation_67615","{Schocken Books|Trafalgar Square|Schocken Books}","Trafalgar Square",,
"authors","1.0","authors-{goodreads_31247+goodreads_4060+kindle_9505+recommendation_50319+recommendation_54940+recommendation_8038}","goodreads_31247+goodreads_4060+kindle_9505+recommendation_50319+recommendation_54940+recommendation_8038","{[de.unimannheim.wdi.model.Author@42315101]|[de.unimannheim.wdi.model.Author@42315101]|[de.unimannheim.wdi.model.Author@42315101]|[de.unimannheim.wdi.model.Author@42315101]|[de.unimannheim.wdi.model.Author@42315101]|[de.unimannheim.wdi.model.Author@42315101]}","[de.unimannheim.wdi.model.Author@42315101]",,
"authors","1.0","authors-{goodreads_32695+recommendation_91160}","goodreads_32695+recommendation_91160","{[de.unimannheim.wdi.model.Author@678a1bb4]|[de.unimannheim.wdi.model.Author@678a1bb4]}","[de.unimannheim.wdi.model.Author@678a1bb4]",,
"authors","1.0","authors-{goodreads_31103+goodreads_70+kindle_3612+recommendation_106278+recommendation_110353+recommendation_123041+recommendation_32420}","goodreads_31103+goodreads_70+kindle_3612+recommendation_106278+recommendation_110353+recommendation_123041+recommendation_32420","{[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]|[de.unimannheim.wdi.model.Author@2704d8a0]}","[de.unimannheim.wdi.model.Author@2704d8a0]",,
"publisher","0.0","publisher-{kindle_10958+recommendation_91738}","kindle_10958+recommendation_91738","{Open Road Media Young Readers|Yearling Books}","Open Road Media Young Readers",,
"publisher","0.0","publisher-{recommendation_10464+recommendation_108113+recommendation_122988+recommendation_207353}","recommendation_10464+recommendation_108113+recommendation_122988+recommendation_207353","{Washington Square Press|Barron's Educational Series|Vintage Books USA|Signet Book}","Barron's Educational Series",,
"authors","1.0","authors-{goodreads_2579+goodreads_38014+recommendation_10076}","goodreads_2579+goodreads_38014+recommendation_10076","{[de.unimannheim.wdi.model.Author@93b5c272]|[de.unimannheim.wdi.model.Author@93b5c272]|[de.unimannheim.wdi.model.Author@93b5c272]}","[de.unimannheim.wdi.model.Author@93b5c272]",,
"authors","0.0","authors-{goodreads_13724+recommendation_6147}","goodreads_13724+recommendation_6147","{[de.unimannheim.wdi.model.Author@cad0b9e1]|[de.unimannheim.wdi.model.Author@f0646a61]}","[de.unimannheim.wdi.model.Author@cad0b9e1, de.unimannheim.wdi.model.Author@f0646a61]",,
"authors","1.0","authors-{goodreads_45688+recommendation_142437}","goodreads_45688+recommendation_142437","{[de.unimannheim.wdi.model.Author@81a5fc43]|[de.unimannheim.wdi.model.Author@81a5fc43]}","[de.unimannheim.wdi.model.Author@81a5fc43]",,
"title","1.0","title-{goodreads_23752+goodreads_759+recommendation_30466}","goodreads_23752+goodreads_759+recommendation_30466","{The Two Towers|The Two Towers|The Two Towers}","The Two Towers",,
"title","1.0","title-{goodreads_41279+recommendation_36784}","goodreads_41279+recommendation_36784","{The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow|The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow}","The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow",,
"title","1.0","title-{goodreads_21718+goodreads_41909+goodreads_51876+recommendation_103888+recommendation_259819}","goodreads_21718+goodreads_41909+goodreads_51876+recommendation_103888+recommendation_259819","{A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol}","A Christmas Carol",,
"title","1.0","title-{goodreads_33762+recommendation_248931+recommendation_40043+recommendation_41258+recommendation_84626}","goodreads_33762+recommendation_248931+recommendation_40043+recommendation_41258+recommendation_84626","{Jane Eyre|Jane Eyre|Jane Eyre|Jane Eyre|Jane Eyre}","Jane Eyre",,
"title","1.0","title-{goodreads_14535+recommendation_237685+recommendation_49425}","goodreads_14535+recommendation_237685+recommendation_49425","{The Bat|The Bat|The Bat}","The Bat",,
"authors","1.0","authors-{goodreads_15379+kindle_2817+recommendation_115201+recommendation_177319+recommendation_202877+recommendation_21410+recommendation_229810}","goodreads_15379+kindle_2817+recommendation_115201+recommendation_177319+recommendation_202877+recommendation_21410+recommendation_229810","{[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]}","[de.unimannheim.wdi.model.Author@13a6dfd8]",,
"authors","1.0","authors-{goodreads_21900+goodreads_265+goodreads_29940+recommendation_72854}","goodreads_21900+goodreads_265+goodreads_29940+recommendation_72854","{[de.unimannheim.wdi.model.Author@8dd67ebc]|[de.unimannheim.wdi.model.Author@8dd67ebc]|[de.unimannheim.wdi.model.Author@8dd67ebc]|[de.unimannheim.wdi.model.Author@8dd67ebc]}","[de.unimannheim.wdi.model.Author@8dd67ebc]",,
"authors","1.0","authors-{goodreads_10670+goodreads_32312+recommendation_1050}","goodreads_10670+goodreads_32312+recommendation_1050","{[de.unimannheim.wdi.model.Author@b529696a]|[de.unimannheim.wdi.model.Author@b529696a]|[de.unimannheim.wdi.model.Author@b529696a]}","[de.unimannheim.wdi.model.Author@b529696a]",,
"publisher","0.0","publisher-{kindle_30511+recommendation_198697}","kindle_30511+recommendation_198697","{Anchor|Doubleday}","Doubleday",,
"authors","1.0","authors-{goodreads_11937+recommendation_128755+recommendation_24593+recommendation_264592}","goodreads_11937+recommendation_128755+recommendation_24593+recommendation_264592","{[de.unimannheim.wdi.model.Author@678a1bb4]|[de.unimannheim.wdi.model.Author@678a1bb4]|[de.unimannheim.wdi.model.Author@678a1bb4]|[de.unimannheim.wdi.model.Author@678a1bb4]}","[de.unimannheim.wdi.model.Author@678a1bb4]",,
"title","1.0","title-{goodreads_35671+recommendation_55100}","goodreads_35671+recommendation_55100","{To the Lighthouse|To the Lighthouse}","To the Lighthouse",,
"title","1.0","title-{goodreads_38795+recommendation_174025}","goodreads_38795+recommendation_174025","{Structured Computer Organization|Structured Computer Organization}","Structured Computer Organization",,
"authors","1.0","authors-{goodreads_2187+kindle_7881+recommendation_118463+recommendation_200828+recommendation_27141+recommendation_2970+recommendation_5978}","goodreads_2187+kindle_7881+recommendation_118463+recommendation_200828+recommendation_27141+recommendation_2970+recommendation_5978","{[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]|[de.unimannheim.wdi.model.Author@2f2e36ad]}","[de.unimannheim.wdi.model.Author@2f2e36ad]",,
"title","1.0","title-{goodreads_28629+recommendation_234321+recommendation_77359}","goodreads_28629+recommendation_234321+recommendation_77359","{Brother to a Dragonfly|Brother to a Dragonfly|Brother to a Dragonfly}","Brother to a Dragonfly",,
"title","1.0","title-{goodreads_1193+goodreads_29737+recommendation_13654+recommendation_78015+recommendation_9625}","goodreads_1193+goodreads_29737+recommendation_13654+recommendation_78015+recommendation_9625","{If Tomorrow Comes|If Tomorrow Comes|If Tomorrow Comes|If Tomorrow Comes|If Tomorrow Comes}","If Tomorrow Comes",,
"authors","1.0","authors-{goodreads_24510+goodreads_42742+goodreads_44+recommendation_18000}","goodreads_24510+goodreads_42742+goodreads_44+recommendation_18000","{[de.unimannheim.wdi.model.Author@e29c9462]|[de.unimannheim.wdi.model.Author@e29c9462]|[de.unimannheim.wdi.model.Author@e29c9462]|[de.unimannheim.wdi.model.Author@e29c9462]}","[de.unimannheim.wdi.model.Author@e29c9462]",,
"authors","1.0","authors-{goodreads_44368+recommendation_109342}","goodreads_44368+recommendation_109342","{[de.unimannheim.wdi.model.Author@bbfd0dc6]|[de.unimannheim.wdi.model.Author@bbfd0dc6]}","[de.unimannheim.wdi.model.Author@bbfd0dc6]",,
"authors","1.0","authors-{goodreads_53703+recommendation_160968+recommendation_17537}","goodreads_53703+recommendation_160968+recommendation_17537","{[de.unimannheim.wdi.model.Author@95e5e59b]|[de.unimannheim.wdi.model.Author@95e5e59b]|[de.unimannheim.wdi.model.Author@95e5e59b]}","[de.unimannheim.wdi.model.Author@95e5e59b]",,
"authors","0.6666666666666666","authors-{goodreads_9574+recommendation_152509+recommendation_32119}","goodreads_9574+recommendation_152509+recommendation_32119","{[de.unimannheim.wdi.model.Author@bd92b6ac]|[de.unimannheim.wdi.model.Author@eb80ff6c]|[de.unimannheim.wdi.model.Author@eb80ff6c]}","[de.unimannheim.wdi.model.Author@eb80ff6c, de.unimannheim.wdi.model.Author@bd92b6ac]",,
"authors","1.0","authors-{goodreads_45650+recommendation_181857}","goodreads_45650+recommendation_181857","{[de.unimannheim.wdi.model.Author@2298f73]|[de.unimannheim.wdi.model.Author@2298f73]}","[de.unimannheim.wdi.model.Author@2298f73]",,
"authors","0.75","authors-{goodreads_4521+recommendation_166610+recommendation_65797+recommendation_74336}","goodreads_4521+recommendation_166610+recommendation_65797+recommendation_74336","{[de.unimannheim.wdi.model.Author@475f0bc8]|[de.unimannheim.wdi.model.Author@475f0bc8]|[de.unimannheim.wdi.model.Author@475f0bc8]|[de.unimannheim.wdi.model.Author@609fa3a8]}","[de.unimannheim.wdi.model.Author@475f0bc8, de.unimannheim.wdi.model.Author@609fa3a8]",,
"publisher","0.0","publisher-{recommendation_21321+recommendation_8122}","recommendation_21321+recommendation_8122","{Bantam Books|Bantam Dell Pub Group}","Bantam Dell Pub Group",,
"title","1.0","title-{goodreads_54169+recommendation_178942+recommendation_82533}","goodreads_54169+recommendation_178942+recommendation_82533","{After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path|After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path|After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path}","After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",,
"title","1.0","title-{goodreads_3738+kindle_17349+recommendation_27214+recommendation_72607+recommendation_91086}","goodreads_3738+kindle_17349+recommendation_27214+recommendation_72607+recommendation_91086","{Knowing God|Knowing God|Knowing God|Knowing God|Knowing God}","Knowing God",,
"title","1.0","title-{goodreads_38511+goodreads_460+recommendation_110930+recommendation_18893+recommendation_217903+recommendation_241175+recommendation_39200+recommendation_68785+recommendation_95783}","goodreads_38511+goodreads_460+recommendation_110930+recommendation_18893+recommendation_217903+recommendation_241175+recommendation_39200+recommendation_68785+recommendation_95783","{The Pearl|The Pearl|The Pearl|The Pearl|The Pearl|The Pearl|The Pearl|The Pearl|The Pearl}","The Pearl",,
