"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_18746","goodreads_44374","1.0",,"timepiece","timepiece","timepiece","timepiece","1.0","1.0","Richard Paul Evans","Richard Paul Evans","Richard Paul Evans","Richard Paul Evans","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_221495","goodreads_39680","0.5",,"the house that jack built","the house that jack built","the house that jack built","the house that jack built","1.0","1.0","Robert Asprin","Graham Masterton","Robert Asprin","Graham Masterton","0.3125","0.0"
"LinearCombinationMatchingRule","recommendation_3489","goodreads_37274","1.0",,"sula","sula","sula","sula","1.0","1.0","Toni Morrison","Toni Morrison","Toni Morrison","Toni Morrison","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_105193","goodreads_11446","0.5",,"the locket","the locket","the locket","the locket","1.0","1.0","Jessica Blair","Stacey Jay","Jessica Blair","Stacey Jay","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_158829","goodreads_51985","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte Bronte","Charlotte Brontë","Charlotte Bronte","Charlotte Brontë","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_10849","goodreads_49109","1.0",,"daughter of ireland","daughter of ireland","daughter of ireland","daughter of ireland","1.0","1.0","Juilene Osborne-McKnight","Juilene Osborne-McKnight","Juilene Osborne-McKnight","Juilene Osborne-McKnight","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_214723","goodreads_34799","1.0",,"loves music, loves to dance","loves music, loves to dance","loves music, loves to dance","loves music, loves to dance","1.0","1.0","Mary Higgins Clark","Mary Higgins Clark","Mary Higgins Clark","Mary Higgins Clark","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_152509","goodreads_9574","1.0",,"if you take a mouse to the movies","if you take a mouse to the movies","if you take a mouse to the movies","if you take a mouse to the movies","1.0","1.0","Laura Numeroff","Laura Joffe Numeroff","Laura Numeroff","Laura Joffe Numeroff","0.7","1.0"
"LinearCombinationMatchingRule","recommendation_10302","goodreads_8739","1.0",,"seize the night","seize the night","seize the night","seize the night","1.0","1.0","DEAN KOONTZ","Dean Koontz","DEAN KOONTZ","Dean Koontz","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_79691","goodreads_1594","1.0",,"the executioner's song","the executioner's song","the executioner's song","the executioner's song","1.0","1.0","Norman Mailer","Norman Mailer","Norman Mailer","Norman Mailer","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_239361","goodreads_27795","0.5",,"wild swan","wild swan","wild swan","wild swan","1.0","1.0","Margaret Way","Celeste De Blasis","Margaret Way","Celeste De Blasis","0.17647058823529416","0.0"
"LinearCombinationMatchingRule","recommendation_13379","goodreads_8355","0.5",,"bliss","bliss","bliss","bliss","1.0","1.0","Lynsay Sands","Kathryn Littlewood","Lynsay Sands","Kathryn Littlewood","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_137244","goodreads_632","1.0",,"the night before christmas","the night before christmas","the night before christmas","the night before christmas","1.0","1.0","Clement C. Moore","Clement C. Moore","Clement C. Moore","Clement C. Moore","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_10076","goodreads_38014","1.0",,"men at arms","men at arms","men at arms","men at arms","1.0","1.0","Terry Pratchett","Terry Pratchett","Terry Pratchett","Terry Pratchett","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_122124","goodreads_4213","0.5",,"it had to be you","it had to be you","it had to be you","it had to be you","1.0","1.0","Timothy James Beck","Susan Elizabeth Phillips","Timothy James Beck","Susan Elizabeth Phillips","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_200234","goodreads_28538","0.5",,"hamlet","hamlet","hamlet","hamlet","1.0","1.0","Jenkins","William Shakespeare","Jenkins","William Shakespeare","0.10526315789473684","0.0"
"LinearCombinationMatchingRule","recommendation_198014","goodreads_31961","0.5",,"the ice age","the ice age","the ice age","the ice age","1.0","1.0","Margaret Drabble","Kirsten Reed","Margaret Drabble","Kirsten Reed","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_243152","goodreads_11357","1.0",,"le cid","le cid","le cid","le cid","1.0","1.0","Cornelle","Pierre Corneille","Cornelle","Pierre Corneille","0.5","1.0"
"LinearCombinationMatchingRule","recommendation_12468","goodreads_44946","1.0",,"great expectations","great expectations","great expectations","great expectations","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_41234","goodreads_26695","0.5",,"love poems","love poems","love poems","love poems","1.0","1.0","Nikki Giovanni","Anne Sexton","Nikki Giovanni","Anne Sexton","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_12839","goodreads_24092","1.0",,"schlafes bruder","schlafes bruder","schlafes bruder","schlafes bruder","1.0","1.0","Robert Schneider","Robert Schneider","Robert Schneider","Robert Schneider","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_25193","goodreads_3245","1.0",,"johnny tremain","johnny tremain","johnny tremain","johnny tremain","1.0","1.0","Esther Forbes","Esther Forbes","Esther Forbes","Esther Forbes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_156583","goodreads_29816","1.0",,"nashville 1864: the dying of the light","nashville 1864: the dying of the light","nashville 1864: the dying of the light","nashville 1864: the dying of the light","1.0","1.0","Madison Jones","Madison Jones","Madison Jones","Madison Jones","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_71927","goodreads_19529","0.5",,"no angel","no angel","no angel","no angel","1.0","1.0","Penny Vincenzi","Helen Keeble","Penny Vincenzi","Helen Keeble","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_185211","goodreads_52034","1.0",,"she came to stay","she came to stay","she came to stay","she came to stay","1.0","1.0","Simone De Beauvoir","Simone de Beauvoir","Simone De Beauvoir","Simone de Beauvoir","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_141520","goodreads_4397","1.0",,"this perfect day","this perfect day","this perfect day","this perfect day","1.0","1.0","Ira Levin","Ira Levin","Ira Levin","Ira Levin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_153702","goodreads_32380","1.0",,"neverwhere","neverwhere","neverwhere","neverwhere","1.0","1.0","Neil Gaiman","Neil Gaiman","Neil Gaiman","Neil Gaiman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_47199","goodreads_12528","0.5",,"legend","legend","legend","legend","1.0","1.0","Sharon Sala","Marie Lu","Sharon Sala","Marie Lu","0.36363636363636365","0.0"
"LinearCombinationMatchingRule","recommendation_39750","goodreads_2776","1.0",,"when christ and his saints slept","when christ and his saints slept","when christ and his saints slept","when christ and his saints slept","1.0","1.0","Sharon Kay Penman","Sharon Kay Penman","Sharon Kay Penman","Sharon Kay Penman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_166635","goodreads_51867","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte BrontÃ?Â«","Charlotte Brontë","Charlotte BrontÃ?Â«","Charlotte Brontë","0.7894736842105263","1.0"
"LinearCombinationMatchingRule","recommendation_141253","goodreads_14491","1.0",,"when god writes your love story","when god writes your love story","when god writes your love story","when god writes your love story","1.0","1.0","Eric Ludy","Eric Ludy","Eric Ludy","Eric Ludy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_43636","goodreads_1366","1.0",,"contact","contact","contact","contact","1.0","1.0","Carl Sagan","Carl Sagan","Carl Sagan","Carl Sagan","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_57421","goodreads_39654","0.5",,"little women","little women","little women","little women","1.0","1.0","Alcott","Lucia Monfried","Alcott","Lucia Monfried","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_25912","goodreads_657","0.5",,"night watch","night watch","night watch","night watch","1.0","1.0","Suzanne Brockmann","Terry Pratchett","Suzanne Brockmann","Terry Pratchett","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_225934","goodreads_48546","1.0",,"the scapegoat","the scapegoat","the scapegoat","the scapegoat","1.0","1.0","Daphne Du Maurier","Daphne du Maurier","Daphne Du Maurier","Daphne du Maurier","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_206812","goodreads_24380","1.0",,"david copperfield","david copperfield","david copperfield","david copperfield","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_3503","goodreads_23196","0.5",,"arcadia","arcadia","arcadia","arcadia","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_64507","goodreads_13822","1.0",,"the volcano lover: a romance","the volcano lover: a romance","the volcano lover: a romance","the volcano lover: a romance","1.0","1.0","Susan Sontag","Susan Sontag","Susan Sontag","Susan Sontag","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_146345","goodreads_45606","1.0",,"a book of luminous things: an international anthology of poetry","a book of luminous things: an international anthology of poetry","a book of luminous things: an international anthology of poetry","a book of luminous things: an international anthology of poetry","1.0","1.0","Czeslaw Milosz","Czesław Miłosz","Czeslaw Milosz","Czesław Miłosz","0.8571428571428572","1.0"
"LinearCombinationMatchingRule","recommendation_39509","goodreads_51564","0.5",,"dust","dust","dust","dust","1.0","1.0","Charles R. Pellegrino","Arthur Slade","Charles R. Pellegrino","Arthur Slade","0.23809523809523814","0.0"
"LinearCombinationMatchingRule","recommendation_147878","goodreads_15375","0.5",,"the americans","the americans","the americans","the americans","1.0","1.0","Alistair Cooke","Robert Frank","Alistair Cooke","Robert Frank","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_156595","goodreads_29938","1.0",,"eyes of a child","eyes of a child","eyes of a child","eyes of a child","1.0","1.0","Richard North Patterson","Richard North Patterson","Richard North Patterson","Richard North Patterson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_230244","goodreads_45104","1.0",,"jupiter","jupiter","jupiter","jupiter","1.0","1.0","Ben Bova","Ben Bova","Ben Bova","Ben Bova","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_131156","goodreads_23938","0.5",,"city of bones","city of bones","city of bones","city of bones","1.0","1.0","Martha Wells","Cassandra Clare","Martha Wells","Cassandra Clare","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_122988","goodreads_48727","1.0",,"hamlet","hamlet","hamlet","hamlet","1.0","1.0","William Faulkner","William Shakespeare","William Faulkner","William Shakespeare","0.5789473684210527","1.0"
"LinearCombinationMatchingRule","recommendation_4541","goodreads_2291","1.0",,"mrs. mike","mrs. mike","mrs. mike","mrs. mike","1.0","1.0","Benedict Freedman","Benedict Freedman","Benedict Freedman","Benedict Freedman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_4161","goodreads_64","1.0",,"the giver","the giver","the giver","the giver","1.0","1.0","Lois Lowry","Lois Lowry","Lois Lowry","Lois Lowry","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_22592","goodreads_3971","0.5",,"all fall down","all fall down","all fall down","all fall down","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_118461","goodreads_26564","1.0",,"great expectations","great expectations","great expectations","great expectations","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_92532","goodreads_24668","0.5",,"julius caesar","julius caesar","julius caesar","julius caesar","1.0","1.0","William Shakespeare","Philip Freeman","William Shakespeare","Philip Freeman","0.26315789473684215","0.0"
"LinearCombinationMatchingRule","recommendation_7433","goodreads_31561","0.5",,"guardian","guardian","guardian","guardian","1.0","1.0","John Saul","Abra Ebner","John Saul","Abra Ebner","0.09999999999999998","0.0"
"LinearCombinationMatchingRule","recommendation_159479","goodreads_7002","1.0",,"daniel martin","daniel martin","daniel martin","daniel martin","1.0","1.0","John Fowles","John Fowles","John Fowles","John Fowles","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_206643","goodreads_8513","1.0",,"the gift","the gift","the gift","the gift","1.0","1.0","Danielle Steel","Danielle Steel","Danielle Steel","Danielle Steel","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_57900","goodreads_35678","0.5",,"the twelve dancing princesses","the twelve dancing princesses","the twelve dancing princesses","the twelve dancing princesses","1.0","1.0","Jacob Grimm","Ruth Sanderson","Jacob Grimm","Ruth Sanderson","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_4007","goodreads_41760","0.5",,"unspeakable","unspeakable","unspeakable","unspeakable","1.0","1.0","Sandra Brown","Laura Griffin","Sandra Brown","Laura Griffin","0.3846153846153846","0.0"
"LinearCombinationMatchingRule","recommendation_183878","goodreads_53822","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","Ralph Gustafson","Victor Hugo","Ralph Gustafson","Victor Hugo","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_184788","goodreads_39354","1.0",,"bury me standing: the gypsies and their journey","bury me standing: the gypsies and their journey","bury me standing: the gypsies and their journey","bury me standing: the gypsies and their journey","1.0","1.0","Isabel Fonseca","Isabel Fonseca","Isabel Fonseca","Isabel Fonseca","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_246","goodreads_44295","1.0",,"wicked: the life and times of the wicked witch of the west","wicked: the life and times of the wicked witch of the west","wicked: the life and times of the wicked witch of the west","wicked: the life and times of the wicked witch of the west","1.0","1.0","Gregory Maguire","Gregory Maguire","Gregory Maguire","Gregory Maguire","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_191985","goodreads_40984","0.5",,"last dance","last dance","last dance","last dance","1.0","1.0","Caroline B. Cooney","Linda Joy Singleton","Caroline B. Cooney","Linda Joy Singleton","0.10526315789473684","0.0"
"LinearCombinationMatchingRule","recommendation_27448","goodreads_29056","1.0",,"the cold one","the cold one","the cold one","the cold one","1.0","1.0","Christopher Pike","Christopher Pike","Christopher Pike","Christopher Pike","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_175979","goodreads_49901","1.0",,"peter pan","peter pan","peter pan","peter pan","1.0","1.0","J. M. Barrie","J.M. Barrie","J. M. Barrie","J.M. Barrie","0.9166666666666666","1.0"
"LinearCombinationMatchingRule","recommendation_1050","goodreads_10670","1.0",,"fight club","fight club","fight club","fight club","1.0","1.0","Chuck Palahniuk","Chuck Palahniuk","Chuck Palahniuk","Chuck Palahniuk","1.0","1.0"
